fund_name,aic,shapiro_p,ljungbox_p,runs_p,pass_all
Deutsche Invest I Africa LD,577.1194328935363,0.5275994512738056,0.7978437577953251,0.6876577997456863,True
Deutsche Invest I Africa NC,577.4638153838818,0.601997499086555,0.7180563547238488,0.5423653206245738,True
Deutsche Invest I Asian Small/Mid Cap FC,558.2992111721119,0.0002918040708882058,0.976730184308464,0.421355814012109,False
Deutsche Invest I Asian Small/Mid Cap LC,557.838176867542,0.00031142370814595563,0.9766671384473731,0.6876577997456863,False
Deutsche Invest I Asian Small/Mid Cap LD,557.7122774240123,0.00028487851914967607,0.9784136890539679,0.6876577997456863,False
Deutsche Invest I Asian Small/Mid Cap LS,558.3418727763645,0.0002767518727336103,0.9788950661583196,0.421355814012109,False
Deutsche Invest I Asian Small/Mid Cap NC,557.8564985538633,0.00026092083840918923,0.9780014455269387,0.6876577997456863,False
Deutsche Invest I Asian Small/Mid Cap USD FC,585.7992994061367,0.005947023775884739,0.9904213412570017,0.6876577997456863,False
Deutsche Invest I Asian Small/Mid Cap USD LC,583.9790877709896,0.005160781421100073,0.9869941207305042,0.2277762709715887,False
DWS Euro-Bonds (Long),355.7849824112616,0.5610858622747096,0.9874735869853999,0.15939040677403393,True
DWS Euro-Bonds (Medium),245.45772763954162,0.001603068073482003,0.9995208311601085,0.8406846414712399,False
DWS Eurorenta,318.6530281706426,0.49189871759943965,0.9788128733869894,0.31485395233775604,True
DWS Global Agribusiness A2 SGD,548.9949199099403,0.04136552568201692,0.7482632618496498,0.8406846414712399,False
DWS Global Agribusiness A2 USD,500.40118835891946,0.0004599629505877866,0.5081847432298507,0.5464731290798559,False
DWS Global Agribusiness E2,500.5365731006631,0.0004598775600530905,0.510559360404173,0.5464731290798559,False
DWS Global Agribusiness FC,548.5904720745898,0.018744437431487345,0.39133499578862163,0.5464731290798559,False
DWS Global Agribusiness LC,547.9480313023755,0.020850935399730226,0.39966213794867267,0.5464731290798559,False
DWS Global Value LD,510.0067905611425,0.06289261067649848,0.9653471008613664,1.0,True
East Capital (Lux) Emerging Asia Fund Class P EUR,569.6736909531036,0.01173214138490826,0.533028503836472,0.6876577997456863,False
East Capital (LUX) Russian Fund - Class A EUR,663.5274177478259,0.06771948769534585,0.2824433768490692,0.2277762709715887,True
East Capital (LUX) Russian Fund - Class A SEK,656.545720517779,0.09803024699642812,0.32983095130682705,0.6876577997456863,True
